birdID,siteNumber,commonName,scientificName,spring,summer,fall,winter,comment
830,7,Lesser Scaup,Aythya affinis,2,NULL,3,2,NULL
831,7,Bufflehead,Bucephala albeola,2,NULL,2,4,NULL
832,7,Hooded Merganser,Lophodytes cucullatus,2,NULL,4,5,NULL
833,7,Red-breasted Merganser,Mergus serrator,4,NULL,2,5,NULL
834,7,Ruddy Duck,Oxyura jamaicensis,2,NULL,2,4,NULL
835,7,Common Loon,Gavia immer,2,NULL,NULL,2,NULL
836,7,Pied-billed Grebe,Podilymbus podiceps,4,2,4,5,NULL
837,7,Horned Grebe,Podiceps auritus,3,NULL,NULL,3,NULL
838,7,American White Pelican,Pelecanus erythrorhynchos,3,NULL,3,3,NULL
839,7,Brown Pelican,Pelecanus occidentalis,5,5,5,5,NULL
840,7,Double-crested Cormorant,Phalacrocorax auritus,5,2,5,5,NULL
841,7,Great Blue Heron,Ardea herodias,4,4,5,5,NULL
842,7,Great Egret,Ardea alba,5,5,5,5,NULL
843,7,Snowy Egret,Egretta thula,4,4,4,2,NULL
844,7,Little Blue Heron,Egretta caerulea,4,4,2,2,NULL
845,7,Tricolored Heron,Egretta tricolor,4,4,4,4,NULL
846,7,Green Heron,Butorides virescens,4,4,2,1,NULL
847,7,Black-crowned Night-Heron,Nycticorax nycticorax,4,4,4,4,NULL
848,7,Yellow-crowned Night-Heron,Nyctanassa violacea,3,2,3,NULL,NULL
849,7,White Ibis,Eudocimus albus,4,4,4,4,NULL
850,7,Glossy Ibis,Plegadis falcinellus,NULL,3,3,NULL,NULL
851,7,Black Vulture,Coragyps atratus,3,3,3,3,NULL
852,7,Turkey Vulture,Cathartes aura,5,5,5,5,NULL
853,7,Osprey,Pandion haliaetus,5,5,5,4,NULL
854,7,Swallow-tailed Kite,Elanoides forficatus,1,NULL,NULL,NULL,NULL
855,7,Mississippi Kite,Ictinia mississippiensis,1,1,NULL,NULL,NULL
856,7,Bald Eagle,Haliaeetus leucocephalus,2,2,2,2,NULL
857,7,Northern Harrier,Circus cyaneus,2,NULL,2,2,NULL
858,7,Sharp-shinned Hawk,Accipiter striatus,4,NULL,4,5,NULL
859,7,Cooper's Hawk,Accipiter cooperii,2,3,2,4,NULL
860,7,Red-shouldered Hawk,Buteo lineatus,2,2,2,2,NULL
861,7,Broad-winged Hawk,Buteo platypterus,3,NULL,3,NULL,NULL
862,7,Red-tailed Hawk,Buteo jamaicensis,4,2,4,5,NULL
863,7,American Kestrel,Falco sparverius,2,NULL,4,2,NULL
864,7,Merlin,Falco columbarius,3,NULL,2,3,NULL
865,7,Peregrine Falcon,Falco peregrinus,3,NULL,3,3,NULL
866,7,Clapper Rail,Rallus longirostris,4,4,4,4,NULL
867,7,Virginia Rail,Rallus limicola,NULL,NULL,3,NULL,NULL
868,7,Sora,Porzana carolina,3,NULL,3,NULL,NULL
869,7,Common Moorhen,Gallinula chloropus,3,3,3,3,NULL
870,7,American Coot,Fulica americana,4,NULL,4,5,NULL
871,7,Black-bellied Plover,Pluvialis squatarola,2,2,2,4,NULL
872,7,Semipalmated Plover,Charadrius semipalmatus,2,2,2,2,NULL
873,7,Killdeer,Charadrius vociferus,2,2,2,2,NULL
874,7,American Oystercatcher,Haematopus palliatus,4,4,4,4,NULL
875,7,Spotted Sandpiper,Actitis macularius,2,2,3,NULL,NULL
876,7,Solitary Sandpiper,Tringa solitaria,2,2,3,NULL,NULL
877,7,Greater Yellowlegs,Tringa melanoleuca,4,2,4,4,NULL
878,7,Willet,Tringa semipalmata,4,4,4,4,NULL
879,7,Lesser Yellowlegs,Tringa flavipes,3,3,3,NULL,NULL
880,7,Whimbrel,Numenius phaeopus,2,2,3,NULL,NULL
881,7,Marbled Godwit,Limosa fedoa,2,3,2,2,NULL
882,7,Ruddy Turnstone,Arenaria interpres,5,4,5,5,NULL
883,7,Semipalmated Sandpiper,Calidris pusilla,2,3,3,NULL,NULL
884,7,Western Sandpiper,Calidris mauri,2,2,4,4,NULL
885,7,Least Sandpiper,Calidris minutilla,2,2,2,NULL,NULL
886,7,Pectoral Sandpiper,Calidris melanotos,3,NULL,3,NULL,NULL
887,7,Dunlin,Calidris alpina,4,NULL,2,5,NULL
888,7,Short-billed Dowitcher,Limnodromus griseus,4,2,4,4,NULL
889,7,Wilson's Snipe,Gallinago delicata,3,NULL,3,3,NULL
890,7,American Woodcock,Scolopax minor,3,NULL,3,3,NULL
891,7,Laughing Gull,Larus atricilla,5,5,5,2,NULL
892,7,Bonaparte's Gull,Larus philadelphia,2,NULL,NULL,2,NULL
893,7,Ring-billed Gull,Larus delawarensis,4,3,4,5,NULL
894,7,Herring Gull,Larus argentatus,4,2,5,5,NULL
895,7,Great Black-backed Gull,Larus marinus,4,3,4,5,NULL
896,7,Least Tern,Sternula antillarum,4,4,3,NULL,NULL
897,7,Caspian Tern,Hydroprogne caspia,3,3,4,3,NULL
898,7,Black Tern,Chlidonias niger,NULL,3,NULL,NULL,NULL
899,7,Common Tern,Sterna hirundo,3,3,NULL,NULL,NULL
900,7,Forster's Tern,Sterna forsteri,4,2,4,5,NULL
901,7,Royal Tern,Thalasseus maximus,4,4,4,2,NULL
902,7,Sandwich Tern,Thalasseus sandvicensis,3,3,3,NULL,NULL
903,7,Black Skimmer,Rynchops niger,4,4,2,3,NULL
904,7,Rock Pigeon,Columba livia,2,2,2,2,NULL
905,7,Mourning Dove,Zenaida macroura,5,5,5,5,NULL
906,7,Yellow-billed Cuckoo,Coccyzus americanus,2,3,2,NULL,NULL
907,7,Eastern Screech-Owl,Megascops asio,4,4,4,4,NULL
908,7,Great Horned Owl,Bubo virginianus,2,2,4,4,NULL
909,7,Barred Owl,Strix varia,NULL,NULL,3,3,NULL
910,7,Common Nighthawk,Chordeiles minor,3,3,2,NULL,NULL
911,7,Chuck-will's-widow,Caprimulgus carolinensis,3,3,NULL,NULL,NULL
912,7,Whip-poor-will,Caprimulgus vociferus,NULL,NULL,3,1,NULL
913,7,Chimney Swift,Chaetura pelagica,4,5,2,NULL,NULL
914,7,Ruby-throated Hummingbird,Archilochus colubris,4,5,2,1,NULL
915,7,Belted Kingfisher,Ceryle alcyon,4,4,5,5,NULL
916,7,Red-headed Woodpecker,Melanerpes erythrocephalus,5,5,5,4,NULL
917,7,Red-bellied Woodpecker,Melanerpes carolinus,5,5,5,5,NULL
918,7,Yellow-bellied Sapsucker,Sphyrapicus varius,2,NULL,4,4,NULL
919,7,Downy Woodpecker,Picoides pubescens,5,5,5,5,NULL
920,7,Hairy Woodpecker,Picoides villosus,NULL,NULL,3,3,NULL
921,7,Northern Flicker,Colaptes auratus,5,5,5,5,NULL
922,7,Pileated Woodpecker,Dryocopus pileatus,2,2,2,2,NULL
923,7,Eastern Wood-Pewee,Contopus virens,2,3,2,NULL,NULL
924,7,Acadian Flycatcher,Empidonax virescens,3,3,3,NULL,NULL
49579,311,Yellow Rail,Coturnicops noveboracensis,NULL,NULL,1,1,NULL
926,7,Eastern Phoebe,Sayornis phoebe,4,NULL,4,4,NULL
927,7,Great Crested Flycatcher,Myiarchus crinitus,4,5,2,NULL,NULL
928,7,Western Kingbird,Tyrannus verticalis,NULL,NULL,3,NULL,NULL
929,7,Eastern Kingbird,Tyrannus tyrannus,2,2,2,NULL,NULL
930,7,White-eyed Vireo,Vireo griseus,2,3,2,1,NULL
931,7,Yellow-throated Vireo,Vireo flavifrons,3,NULL,3,NULL,NULL
932,7,Blue-headed Vireo,Vireo solitarius,2,NULL,2,4,NULL
933,7,Philadelphia Vireo,Vireo philadelphicus,NULL,NULL,3,NULL,NULL
934,7,Red-eyed Vireo,Vireo olivaceus,2,3,2,NULL,NULL
935,7,Blue Jay,Cyanocitta cristata,5,5,5,5,NULL
936,7,American Crow,Corvus brachyrhynchos,5,5,5,5,NULL
937,7,Fish Crow,Corvus ossifragus,5,5,5,5,NULL
938,7,Purple Martin,Progne subis,5,5,3,NULL,NULL
939,7,Tree Swallow,Tachycineta bicolor,2,3,5,2,NULL
940,7,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2,2,3,NULL,NULL
941,7,Bank Swallow,Riparia riparia,3,2,2,NULL,NULL
942,7,Cliff Swallow,Petrochelidon pyrrhonota,NULL,3,NULL,NULL,NULL
943,7,Barn Swallow,Hirundo rustica,4,5,4,NULL,NULL
944,7,Carolina Chickadee,Poecile carolinensis,5,5,5,5,NULL
945,7,Tufted Titmouse,Baeolophus bicolor,5,5,5,5,NULL
946,7,Red-breasted Nuthatch,Sitta canadensis,3,NULL,3,3,NULL
947,7,Brown-headed Nuthatch,Sitta pusilla,5,5,5,5,NULL
948,7,Brown Creeper,Certhia americana,2,NULL,2,2,NULL
949,7,Carolina Wren,Thryothorus ludovicianus,5,5,5,5,NULL
950,7,House Wren,Troglodytes aedon,4,NULL,4,4,NULL
951,7,Winter Wren,Troglodytes troglodytes,3,NULL,3,3,NULL
952,7,Sedge Wren,Cistothorus platensis,NULL,NULL,3,NULL,NULL
953,7,Marsh Wren,Cistothorus palustris,2,3,2,2,NULL
954,7,Golden-crowned Kinglet,Regulus satrapa,2,NULL,4,4,NULL
955,7,Ruby-crowned Kinglet,Regulus calendula,4,NULL,4,5,NULL
956,7,Blue-gray Gnatcatcher,Polioptila caerulea,4,2,2,3,NULL
957,7,Eastern Bluebird,Sialia sialis,5,5,5,5,NULL
958,7,Veery,Catharus fuscescens,NULL,NULL,3,NULL,NULL
959,7,Gray-cheeked Thrush,Catharus minimus,NULL,NULL,3,NULL,NULL
960,7,Swainson's Thrush,Catharus ustulatus,NULL,NULL,3,NULL,NULL
961,7,Hermit Thrush,Catharus guttatus,4,NULL,2,4,NULL
962,7,Wood Thrush,Hylocichla mustelina,3,3,3,NULL,NULL
963,7,American Robin,Turdus migratorius,4,2,4,5,NULL
964,7,Gray Catbird,Dumetella carolinensis,4,4,5,5,NULL
965,7,Northern Mockingbird,Mimus polyglottos,5,5,5,5,NULL
966,7,Brown Thrasher,Toxostoma rufum,5,5,5,5,NULL
967,7,European Starling,Sturnus vulgaris,5,5,5,5,NULL
968,7,Cedar Waxwing,Bombycilla cedrorum,4,NULL,2,4,NULL
969,7,Tennessee Warbler,Vermivora peregrina,NULL,NULL,3,NULL,NULL
970,7,Orange-crowned Warbler,Vermivora celata,2,NULL,2,4,NULL
971,7,Nashville Warbler,Vermivora ruficapilla,NULL,NULL,3,NULL,NULL
972,7,Northern Parula,Parula americana,4,2,4,NULL,NULL
973,7,Yellow Warbler,Dendroica petechia,2,2,2,NULL,NULL
974,7,Magnolia Warbler,Dendroica magnolia,NULL,NULL,4,NULL,NULL
975,7,Cape May Warbler,Dendroica tigrina,NULL,NULL,2,NULL,NULL
976,7,Black-throated Blue Warbler,Dendroica caerulescens,2,NULL,4,NULL,NULL
977,7,Yellow-rumped Warbler,Dendroica coronata,5,NULL,4,5,NULL
978,7,Black-throated Green Warbler,Dendroica virens,NULL,NULL,3,NULL,NULL
979,7,Blackburnian Warbler,Dendroica fusca,NULL,NULL,3,NULL,NULL
980,7,Yellow-throated Warbler,Dendroica dominica,5,4,2,1,NULL
981,7,Pine Warbler,Dendroica pinus,4,4,4,4,NULL
982,7,Prairie Warbler,Dendroica discolor,2,3,4,3,NULL
983,7,Palm Warbler,Dendroica palmarum,2,NULL,4,2,NULL
984,7,Bay-breasted Warbler,Dendroica castanea,NULL,NULL,3,NULL,NULL
985,7,Blackpoll Warbler,Dendroica striata,3,NULL,3,NULL,NULL
986,7,Black-and-white Warbler,Mniotilta varia,2,3,4,1,NULL
987,7,American Redstart,Setophaga ruticilla,3,2,4,NULL,NULL
988,7,Prothonotary Warbler,Protonotaria citrea,4,2,3,NULL,NULL
989,7,Worm-eating Warbler,Helmitheros vermivorum,NULL,NULL,3,NULL,NULL
990,7,Ovenbird,Seiurus aurocapilla,3,NULL,3,NULL,NULL
991,7,Northern Waterthrush,Seiurus noveboracensis,3,3,2,NULL,NULL
992,7,Kentucky Warbler,Oporornis formosus,NULL,NULL,3,NULL,NULL
993,7,Common Yellowthroat,Geothlypis trichas,2,3,4,2,NULL
994,7,Hooded Warbler,Wilsonia citrina,3,3,3,NULL,NULL
995,7,Wilson's Warbler,Wilsonia pusilla,NULL,NULL,3,NULL,NULL
996,7,Yellow-breasted Chat,Icteria virens,3,3,3,1,NULL
997,7,Summer Tanager,Piranga rubra,4,2,2,NULL,NULL
998,7,Scarlet Tanager,Piranga olivacea,3,NULL,3,NULL,NULL
999,7,Eastern Towhee,Pipilo erythrophthalmus,5,5,5,5,NULL
1000,7,Chipping Sparrow,Spizella passerina,4,2,4,4,NULL
1001,7,Field Sparrow,Spizella pusilla,NULL,NULL,3,3,NULL
1002,7,Savannah Sparrow,Passerculus sandwichensis,NULL,NULL,3,NULL,NULL
1003,7,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,3,NULL,2,3,NULL
1004,7,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,3,NULL,2,3,NULL
1005,7,Seaside Sparrow,Ammodramus maritimus,3,3,2,3,NULL
1006,7,Fox Sparrow,Passerella iliaca,2,NULL,3,2,NULL
1007,7,Song Sparrow,Melospiza melodia,2,NULL,4,4,NULL
1008,7,Swamp Sparrow,Melospiza georgiana,4,NULL,4,4,NULL
1009,7,White-throated Sparrow,Zonotrichia albicollis,4,NULL,4,5,NULL
1010,7,White-crowned Sparrow,Zonotrichia leucophrys,NULL,NULL,3,NULL,NULL
1011,7,Dark-eyed Junco,Junco hyemalis,2,NULL,2,4,NULL
1012,7,Northern Cardinal,Cardinalis cardinalis,5,5,5,5,NULL
1013,7,Rose-breasted Grosbeak,Pheucticus ludovicianus,3,NULL,3,NULL,NULL
1014,7,Blue Grosbeak,Passerina caerulea,2,3,2,NULL,NULL
1015,7,Indigo Bunting,Passerina cyanea,2,3,4,NULL,NULL
1016,7,Painted Bunting,Passerina ciris,4,4,2,3,NULL
1017,7,Bobolink,Dolichonyx oryzivorus,NULL,NULL,3,NULL,NULL
1018,7,Red-winged Blackbird,Agelaius phoeniceus,4,4,5,5,NULL
1019,7,Rusty Blackbird,Euphagus carolinus,NULL,NULL,3,NULL,NULL
1020,7,Common Grackle,Quiscalus quiscula,5,5,5,5,NULL
1021,7,Boat-tailed Grackle,Quiscalus major,5,5,5,5,NULL
1022,7,Brown-headed Cowbird,Molothrus ater,5,5,4,4,NULL
1023,7,Orchard Oriole,Icterus spurius,4,5,3,NULL,NULL
1024,7,Baltimore Oriole,Icterus galbula,3,3,2,3,NULL
1025,7,Purple Finch,Carpodacus purpureus,1,NULL,1,1,NULL
1026,7,House Finch,Carpodacus mexicanus,5,5,5,5,NULL
1027,7,Pine Siskin,Carduelis pinus,1,NULL,1,1,NULL
1028,7,American Goldfinch,Carduelis tristis,2,3,2,4,NULL
1029,7,House Sparrow,Passer domesticus,2,2,2,2,NULL
1031,9,Snow Goose,Chen caerulescens,NULL,NULL,NULL,1,NULL
1032,9,Brant,Branta bernicla,NULL,NULL,NULL,1,NULL
1033,9,Canada Goose,Branta canadensis,NULL,NULL,3,3,NULL
1034,9,Wood Duck,Aix sponsa,3,NULL,3,3,NULL
1035,9,Gadwall,Anas strepera,2,NULL,2,2,NULL
1036,9,American Wigeon,Anas americana,2,NULL,2,2,NULL
1037,9,American Black Duck,Anas rubripes,2,NULL,2,4,NULL
1038,9,Mallard,Anas platyrhynchos,2,NULL,2,2,NULL
1039,9,Blue-winged Teal,Anas discors,2,3,2,3,NULL
1040,9,Northern Shoveler,Anas clypeata,3,NULL,3,3,NULL
1041,9,Northern Pintail,Anas acuta,3,NULL,3,3,NULL
1042,9,Green-winged Teal,Anas crecca,2,NULL,2,4,NULL
1043,9,Canvasback,Aythya valisineria,1,NULL,1,1,NULL
1044,9,Redhead,Aythya americana,1,NULL,1,1,NULL
1045,9,Ring-necked Duck,Aythya collaris,2,NULL,2,4,NULL
1046,9,Greater Scaup,Aythya marila,3,NULL,3,3,NULL
1047,9,Lesser Scaup,Aythya affinis,2,NULL,2,4,NULL
1048,9,Common Eider,Somateria mollissima,NULL,NULL,NULL,1,NULL
1049,9,Surf Scoter,Melanitta perspicillata,2,NULL,4,5,NULL
1050,9,White-winged Scoter,Melanitta fusca,3,NULL,3,3,NULL
1051,9,Black Scoter,Melanitta nigra,2,3,4,5,NULL
1052,9,Long-tailed Duck,Clangula hyemalis,3,NULL,3,3,NULL
1053,9,Bufflehead,Bucephala albeola,2,NULL,2,5,NULL
1054,9,Common Goldeneye,Bucephala clangula,3,NULL,3,3,NULL
1055,9,Hooded Merganser,Lophodytes cucullatus,2,NULL,2,5,NULL
1056,9,Red-breasted Merganser,Mergus serrator,4,3,2,5,NULL
1057,9,Ruddy Duck,Oxyura jamaicensis,2,NULL,2,4,NULL
1058,9,Red-throated Loon,Gavia stellata,2,NULL,3,5,NULL
1059,9,Common Loon,Gavia immer,4,3,2,5,NULL
1060,9,Pied-billed Grebe,Podilymbus podiceps,2,3,4,5,NULL
1061,9,Horned Grebe,Podiceps auritus,2,NULL,3,5,NULL
1062,9,Red-necked Grebe,Podiceps grisegena,NULL,NULL,NULL,1,NULL
1063,9,Eared Grebe,Podiceps nigricollis,1,NULL,NULL,1,NULL
1064,9,Cory's Shearwater,Calonectris diomedea,3,3,3,NULL,NULL
1065,9,Greater Shearwater,Puffinus gravis,NULL,3,NULL,NULL,NULL
1066,9,Sooty Shearwater,Puffinus griseus,3,3,NULL,NULL,NULL
1067,9,Audubon's Shearwater,Puffinus lherminieri,NULL,3,NULL,NULL,NULL
1068,9,Wilson's Storm-Petrel,Oceanites oceanicus,3,3,NULL,NULL,NULL
1069,9,Masked Booby,Sula dactylatra,NULL,1,1,NULL,NULL
1070,9,Northern Gannet,Morus bassanus,4,NULL,2,5,NULL
1071,9,American White Pelican,Pelecanus erythrorhynchos,3,3,3,3,NULL
1072,9,Brown Pelican,Pelecanus occidentalis,5,5,5,5,NULL
1073,9,Double-crested Cormorant,Phalacrocorax auritus,5,4,5,5,NULL
1074,9,Great Cormorant,Phalacrocorax carbo,3,NULL,3,3,NULL
1075,9,Anhinga,Anhinga anhinga,1,1,1,1,NULL
1076,9,Magnificent Frigatebird,Fregata magnificens,1,1,NULL,NULL,NULL
1077,9,American Bittern,Botaurus lentiginosus,3,NULL,3,2,NULL
1078,9,Least Bittern,Ixobrychus exilis,3,3,3,NULL,NULL
1079,9,Great Blue Heron,Ardea herodias,4,2,5,5,NULL
1080,9,Great Egret,Ardea alba,5,5,5,5,NULL
1081,9,Snowy Egret,Egretta thula,5,5,5,4,NULL
1082,9,Little Blue Heron,Egretta caerulea,5,5,5,4,NULL
1083,9,Tricolored Heron,Egretta tricolor,5,5,5,5,NULL
1084,9,Reddish Egret,Egretta rufescens,NULL,3,3,NULL,NULL
1085,9,Cattle Egret,Bubulcus ibis,2,4,2,NULL,NULL
1086,9,Green Heron,Butorides virescens,4,4,2,1,NULL
1087,9,Black-crowned Night-Heron,Nycticorax nycticorax,2,2,2,2,NULL
1088,9,Yellow-crowned Night-Heron,Nyctanassa violacea,2,4,2,NULL,NULL
1089,9,White Ibis,Eudocimus albus,5,5,5,5,NULL
1090,9,Glossy Ibis,Plegadis falcinellus,2,4,2,1,NULL
1091,9,Roseate Spoonbill,Platalea ajaja,1,1,NULL,NULL,NULL
1092,9,Wood Stork,Mycteria americana,NULL,NULL,1,1,NULL
1093,9,Black Vulture,Coragyps atratus,3,3,3,3,NULL
1094,9,Turkey Vulture,Cathartes aura,4,4,4,4,NULL
1095,9,Osprey,Pandion haliaetus,5,5,5,4,NULL
1096,9,Swallow-tailed Kite,Elanoides forficatus,1,NULL,NULL,NULL,NULL
1097,9,Mississippi Kite,Ictinia mississippiensis,1,NULL,1,NULL,NULL
1098,9,Bald Eagle,Haliaeetus leucocephalus,2,2,2,2,NULL
1099,9,Northern Harrier,Circus cyaneus,4,1,4,5,NULL
1100,9,Sharp-shinned Hawk,Accipiter striatus,2,NULL,4,4,NULL
1101,9,Cooper's Hawk,Accipiter cooperii,3,NULL,2,2,NULL
1102,9,Red-shouldered Hawk,Buteo lineatus,NULL,NULL,3,3,NULL
1103,9,Red-tailed Hawk,Buteo jamaicensis,2,3,2,4,NULL
1104,9,American Kestrel,Falco sparverius,2,NULL,4,5,NULL
1105,9,Merlin,Falco columbarius,3,NULL,2,2,NULL
1106,9,Peregrine Falcon,Falco peregrinus,3,NULL,2,3,NULL
1107,9,Clapper Rail,Rallus longirostris,5,5,5,5,NULL
1108,9,King Rail,Rallus elegans,NULL,NULL,3,3,NULL
1109,9,Virginia Rail,Rallus limicola,2,NULL,2,2,NULL
1110,9,Sora,Porzana carolina,2,NULL,2,2,NULL
1111,9,Purple Gallinule,Porphyrio martinica,1,NULL,NULL,NULL,NULL
1112,9,Common Moorhen,Gallinula chloropus,3,3,2,2,NULL
1113,9,American Coot,Fulica americana,2,NULL,2,4,NULL
1114,9,Black-bellied Plover,Pluvialis squatarola,5,2,5,5,NULL
1115,9,American Golden-Plover,Pluvialis dominica,NULL,NULL,1,NULL,NULL
1116,9,Wilson's Plover,Charadrius wilsonia,5,5,2,1,NULL
1117,9,Semipalmated Plover,Charadrius semipalmatus,5,4,5,5,NULL
1118,9,Piping Plover,Charadrius melodus,3,3,3,3,NULL
1119,9,Killdeer,Charadrius vociferus,2,2,4,4,NULL
1120,9,American Oystercatcher,Haematopus palliatus,5,5,5,5,NULL
1121,9,Black-necked Stilt,Himantopus mexicanus,1,NULL,NULL,NULL,NULL
1122,9,American Avocet,Recurvirostra americana,NULL,1,1,1,NULL
1123,9,Spotted Sandpiper,Actitis macularius,2,4,2,1,NULL
1124,9,Solitary Sandpiper,Tringa solitaria,2,2,2,NULL,NULL
1125,9,Greater Yellowlegs,Tringa melanoleuca,5,4,5,5,NULL
1126,9,Willet,Tringa semipalmata,5,5,5,5,NULL
1127,9,Lesser Yellowlegs,Tringa flavipes,2,4,2,1,NULL
1128,9,Upland Sandpiper,Bartramia longicauda,NULL,1,NULL,NULL,NULL
1129,9,Whimbrel,Numenius phaeopus,4,4,2,3,NULL
1130,9,Long-billed Curlew,Numenius americanus,1,1,1,1,NULL
1131,9,Marbled Godwit,Limosa fedoa,4,2,5,5,NULL
1132,9,Ruddy Turnstone,Arenaria interpres,5,4,5,5,NULL
1133,9,Red Knot,Calidris canutus,2,2,2,2,NULL
1134,9,Sanderling,Calidris alba,5,4,5,5,NULL
1135,9,Semipalmated Sandpiper,Calidris pusilla,2,2,2,NULL,NULL
1136,9,Western Sandpiper,Calidris mauri,4,4,5,5,NULL
1137,9,Least Sandpiper,Calidris minutilla,4,4,4,4,NULL
1138,9,White-rumped Sandpiper,Calidris fuscicollis,3,1,1,NULL,NULL
1139,9,Pectoral Sandpiper,Calidris melanotos,3,3,3,NULL,NULL
1140,9,Dunlin,Calidris alpina,5,3,4,5,NULL
1141,9,Stilt Sandpiper,Calidris himantopus,1,3,3,NULL,NULL
1142,9,Buff-breasted Sandpiper,Tryngites subruficollis,NULL,NULL,1,NULL,NULL
1143,9,Short-billed Dowitcher,Limnodromus griseus,5,4,5,5,NULL
1144,9,Long-billed Dowitcher,Limnodromus scolopaceus,NULL,NULL,3,1,NULL
1145,9,Wilson's Snipe,Gallinago delicata,2,NULL,2,4,NULL
1146,9,American Woodcock,Scolopax minor,3,NULL,3,2,NULL
1147,9,Red-necked Phalarope,Phalaropus lobatus,1,NULL,1,NULL,NULL
1148,9,Laughing Gull,Larus atricilla,5,5,5,4,NULL
1149,9,Franklin's Gull,Larus pipixcan,1,NULL,NULL,NULL,NULL
1150,9,Black-headed Gull,Larus ridibundus,NULL,NULL,NULL,1,NULL
1151,9,Bonaparte's Gull,Larus philadelphia,4,NULL,2,5,NULL
1152,9,Ring-billed Gull,Larus delawarensis,5,2,4,5,NULL
1153,9,Herring Gull,Larus argentatus,5,4,5,5,NULL
1154,9,Iceland Gull,Larus glaucoides,NULL,NULL,NULL,1,NULL
1155,9,Lesser Black-backed Gull,Larus fuscus,2,3,2,2,NULL
1156,9,Glaucous Gull,Larus hyperboreus,NULL,NULL,NULL,1,NULL
1157,9,Great Black-backed Gull,Larus marinus,4,2,4,5,NULL
1158,9,Sabine's Gull,Xema sabini,1,NULL,NULL,NULL,NULL
1159,9,Black-legged Kittiwake,Rissa tridactyla,NULL,NULL,NULL,1,NULL
1160,9,Sooty Tern,Onychoprion fuscatus,NULL,1,1,NULL,NULL
1161,9,Bridled Tern,Onychoprion anaethetus,NULL,1,1,NULL,NULL
1162,9,Least Tern,Sternula antillarum,4,5,3,NULL,NULL
1163,9,Gull-billed Tern,Gelochelidon nilotica,2,4,3,NULL,NULL
1164,9,Caspian Tern,Hydroprogne caspia,3,2,5,3,NULL
1165,9,Black Tern,Chlidonias niger,1,2,2,NULL,NULL
1166,9,Roseate Tern,Sterna dougallii,1,1,1,NULL,NULL
1167,9,Common Tern,Sterna hirundo,2,4,2,NULL,NULL
1168,9,Forster's Tern,Sterna forsteri,4,2,5,5,NULL
1169,9,Royal Tern,Thalasseus maximus,5,5,5,4,NULL
1170,9,Sandwich Tern,Thalasseus sandvicensis,5,5,5,1,NULL
1171,9,Black Skimmer,Rynchops niger,4,5,4,3,NULL
1172,9,Pomarine Jaeger,Stercorarius pomarinus,3,1,3,3,NULL
1173,9,Parasitic Jaeger,Stercorarius parasiticus,3,1,3,3,NULL
1174,9,Dovekie,Alle alle,NULL,NULL,NULL,1,NULL
1175,9,Razorbill,Alca torda,NULL,NULL,NULL,1,NULL
1176,9,Rock Pigeon,Columba livia,4,4,4,4,NULL
1177,9,Mourning Dove,Zenaida macroura,5,5,5,5,NULL
1178,9,Common Ground-Dove,Columbina passerina,NULL,NULL,1,NULL,NULL
1179,9,Yellow-billed Cuckoo,Coccyzus americanus,2,2,2,NULL,NULL
1180,9,Black-billed Cuckoo,Coccyzus erythropthalmus,3,NULL,3,NULL,NULL
1181,9,Barn Owl,Tyto alba,NULL,NULL,3,3,NULL
1182,9,Great Horned Owl,Bubo virginianus,2,2,2,2,NULL
49596,311,Western Sandpiper,Calidris mauri,1,1,3,3,NULL
1184,9,Barred Owl,Strix varia,NULL,NULL,NULL,1,NULL
1185,9,Short-eared Owl,Asio flammeus,NULL,NULL,3,3,NULL
1186,9,Common Nighthawk,Chordeiles minor,2,4,2,NULL,NULL
1187,9,Chuck-will's-widow,Caprimulgus carolinensis,4,2,3,NULL,NULL
1188,9,Whip-poor-will,Caprimulgus vociferus,1,NULL,3,1,NULL
1190,9,Ruby-throated Hummingbird,Archilochus colubris,2,2,2,3,NULL
1191,9,Belted Kingfisher,Ceryle alcyon,4,2,5,5,NULL
1192,9,Red-headed Woodpecker,Melanerpes erythrocephalus,3,3,2,3,NULL
1193,9,Red-bellied Woodpecker,Melanerpes carolinus,2,2,4,4,NULL
1194,9,Yellow-bellied Sapsucker,Sphyrapicus varius,3,NULL,2,2,NULL
1195,9,Downy Woodpecker,Picoides pubescens,2,2,4,4,NULL
1196,9,Northern Flicker,Colaptes auratus,4,3,4,5,NULL
1197,9,Eastern Wood-Pewee,Contopus virens,2,3,2,NULL,NULL
1199,9,Eastern Phoebe,Sayornis phoebe,2,NULL,4,4,NULL
1200,9,Great Crested Flycatcher,Myiarchus crinitus,4,4,3,NULL,NULL
1201,9,Western Kingbird,Tyrannus verticalis,NULL,NULL,3,1,NULL
1202,9,Eastern Kingbird,Tyrannus tyrannus,4,4,4,NULL,NULL
1203,9,Gray Kingbird,Tyrannus dominicensis,1,1,1,NULL,NULL
1204,9,Loggerhead Shrike,Lanius ludovicianus,1,1,1,1,NULL
1205,9,White-eyed Vireo,Vireo griseus,4,4,2,3,NULL
1206,9,Yellow-throated Vireo,Vireo flavifrons,NULL,NULL,3,NULL,NULL
